taxon_name,name_aligned,source,taxon_status,taxonomicSourceID,name_aligned_family,name_aligned_order
Disciphania killipii,Disciphania killipii,wcvp,Accepted,2772724,Menispermaceae,Ranunculales
Disciphania lobata,Disciphania lobata,wcvp,Accepted,2772725,Menispermaceae,Ranunculales
Disciphania sarcostephana,Disciphania sarcostephana,wcvp,Accepted,2772734,Menispermaceae,Ranunculales
Elephantomene eburnea,Elephantomene eburnea,wcvp,Accepted,2787509,Menispermaceae,Ranunculales
Elissarrhena longipes,Elissarrhena longipes,wcvp,Accepted,2787607,Menispermaceae,Ranunculales
Elissarrhena solimoesana,Elissarrhena solimoesana,wcvp,Accepted,3238585,Menispermaceae,Ranunculales
Hyperbaena domingensis,Hyperbaena domingensis,wcvp,Accepted,2857573,Menispermaceae,Ranunculales
Odontocarya amazonum,Odontocarya amazonum,wcvp,Accepted,2397103,Menispermaceae,Ranunculales
Odontocarya diplobotrya,Odontocarya diplobotrya,wcvp,Accepted,2397156,Menispermaceae,Ranunculales
Odontocarya emarginata,Odontocarya emarginata,wcvp,Accepted,2397153,Menispermaceae,Ranunculales
Odontocarya floribunda,Odontocarya floribunda,wcvp,Accepted,2397151,Menispermaceae,Ranunculales
Odontocarya krukoviana,Odontocarya krukoviana,wcvp,Accepted,2397145,Menispermaceae,Ranunculales
Odontocarya magnifolia,Odontocarya magnifolia,wcvp,Accepted,2397158,Menispermaceae,Ranunculales
Odontocarya membranacea,Odontocarya membranacea,wcvp,Accepted,2914485,Menispermaceae,Ranunculales
Odontocarya micrantha,Odontocarya micrantha,wcvp,Accepted,2397139,Menispermaceae,Ranunculales
Odontocarya tamoides,Odontocarya tamoides,wcvp,Accepted,2397271,Menispermaceae,Ranunculales
Odontocarya tripetala,Odontocarya tripetala,wcvp,Accepted,2397269,Menispermaceae,Ranunculales
Odontocarya wullschlaegelii,Odontocarya wullschlaegelii,wcvp,Accepted,2397282,Menispermaceae,Ranunculales
Orthomene hirsuta,Orthomene hirsuta,wcvp,Accepted,2397277,Menispermaceae,Ranunculales
Orthomene schomburgkii,Orthomene schomburgkii,wcvp,Accepted,2397252,Menispermaceae,Ranunculales
Orthomene verruculosa,Orthomene verruculosa,wcvp,Accepted,2397231,Menispermaceae,Ranunculales
Sciadotenia brachypoda,Sciadotenia brachypoda,wcvp,Accepted,2601470,Menispermaceae,Ranunculales
Sciadotenia duckei,Sciadotenia duckei,wcvp,Accepted,2601466,Menispermaceae,Ranunculales
Sciadotenia eichleriana,Sciadotenia eichleriana,wcvp,Accepted,2601465,Menispermaceae,Ranunculales
Sciadotenia javariensis,Sciadotenia javariensis,wcvp,Accepted,2601488,Menispermaceae,Ranunculales
Sciadotenia pachnococca,Sciadotenia pachnococca,wcvp,Accepted,2601494,Menispermaceae,Ranunculales
Sciadotenia sagotiana,Sciadotenia sagotiana,wcvp,Accepted,2601481,Menispermaceae,Ranunculales
Sciadotenia solimoesana,Sciadotenia solimoesana,wcvp,Accepted,2601487,Menispermaceae,Ranunculales
Sciadotenia sprucei,Sciadotenia sprucei,wcvp,Accepted,2601486,Menispermaceae,Ranunculales
Sciadotenia toxifera,Sciadotenia toxifera,wcvp,Accepted,2601485,Menispermaceae,Ranunculales
Telitoxicum duckei,Telitoxicum duckei,wcvp,Accepted,2517004,Menispermaceae,Ranunculales
Telitoxicum glaziovii,Telitoxicum glaziovii,wcvp,Accepted,2517003,Menispermaceae,Ranunculales
Telitoxicum krukovii,Telitoxicum krukovii,wcvp,Accepted,2517001,Menispermaceae,Ranunculales
Telitoxicum minutiflorum,Telitoxicum minutiflorum,wcvp,Accepted,2517000,Menispermaceae,Ranunculales
Telitoxicum negroense,Telitoxicum negroense,wcvp,Accepted,2516998,Menispermaceae,Ranunculales
Telitoxicum rodriguesii,Telitoxicum rodriguesii,wcvp,Accepted,2516996,Menispermaceae,Ranunculales
Calatola costaricensis,Calatola costaricensis,wcvp,Accepted,2690875,Metteniusaceae,Metteniusales
Calatola microcarpa,Calatola microcarpa,wcvp,Accepted,2995071,Metteniusaceae,Metteniusales
Dendrobangia boliviana,Dendrobangia boliviana,wcvp,Accepted,383568,Metteniusaceae,Metteniusales
Dendrobangia multinervia,Dendrobangia multinervia,wcvp,Accepted,383569,Metteniusaceae,Metteniusales
Emmotum acuminatum,Emmotum acuminatum,wcvp,Accepted,2788423,Metteniusaceae,Metteniusales
Emmotum affine,Emmotum affine,wcvp,Accepted,2788424,Metteniusaceae,Metteniusales
Emmotum amazonicum,Emmotum amazonicum,wcvp,Accepted,2903853,Metteniusaceae,Metteniusales
Emmotum fagifolium,Emmotum fagifolium,wcvp,Accepted,2788429,Metteniusaceae,Metteniusales
Emmotum floribundum,Emmotum floribundum,wcvp,Accepted,2788430,Metteniusaceae,Metteniusales
Emmotum glabrum,Emmotum glabrum,wcvp,Accepted,2788432,Metteniusaceae,Metteniusales
Emmotum nitens,Emmotum nitens,wcvp,Accepted,2788434,Metteniusaceae,Metteniusales
Emmotum orbiculatum,Emmotum orbiculatum,wcvp,Accepted,2788437,Metteniusaceae,Metteniusales
Metteniusa tessmanniana,Metteniusa tessmanniana,wcvp,Accepted,2366938,Metteniusaceae,Metteniusales
Poraqueiba guianensis,Poraqueiba guianensis,wcvp,Accepted,2552705,Metteniusaceae,Metteniusales
Poraqueiba paraensis,Poraqueiba paraensis,wcvp,Accepted,2529554,Metteniusaceae,Metteniusales
Poraqueiba sericea,Poraqueiba sericea,wcvp,Accepted,2552713,Metteniusaceae,Metteniusales
Microtea debilis,Microtea debilis,wcvp,Accepted,2502382,Microteaceae,Caryophyllales
Microtea maypurensis,Microtea maypurensis,wcvp,Accepted,2502421,Microteaceae,Caryophyllales
Microtea scabrida,Microtea scabrida,wcvp,Accepted,2506186,Microteaceae,Caryophyllales
Glinus radiatus,Glinus radiatus,wcvp,Accepted,2826579,Molluginaceae,Caryophyllales
Trigastrotheca pentaphylla,Trigastrotheca pentaphylla,wcvp,Accepted,3010594,Molluginaceae,Caryophyllales
Mollinedia caudata,Mollinedia killipii,wcvp,Synonym,2501621,Monimiaceae,Laurales
Mollinedia grazielae,Mollinedia grazielae,wcvp,Accepted,2501497,Monimiaceae,Laurales
Mollinedia killipii,Mollinedia killipii,wcvp,Accepted,2501621,Monimiaceae,Laurales
Mollinedia lanceolata,Mollinedia lanceolata,wcvp,Accepted,2501618,Monimiaceae,Laurales
Mollinedia latifolia,Mollinedia ovata,wcvp,Synonym,2501567,Monimiaceae,Laurales
Mollinedia ovata,Mollinedia ovata,wcvp,Accepted,2501567,Monimiaceae,Laurales
Artocarpus altilis,Artocarpus altilis,wcvp,Accepted,2653919,Moraceae,Rosales
Artocarpus heterophyllus,Artocarpus heterophyllus,wcvp,Accepted,2653982,Moraceae,Rosales
Batocarpus amazonicus,Batocarpus amazonicus,wcvp,Accepted,2671066,Moraceae,Rosales
Batocarpus costaricensis,Batocarpus costaricensis,wcvp,Accepted,2671067,Moraceae,Rosales
Batocarpus orinocensis,Batocarpus orinocensis,wcvp,Accepted,2671069,Moraceae,Rosales
Brosimum acutifolium,Brosimum acutifolium,wcvp,Accepted,2683576,Moraceae,Rosales
Brosimum alicastrum,Brosimum alicastrum,wcvp,Accepted,2683579,Moraceae,Rosales
Brosimum amazonicum,Brosimum amazonicum,wcvp,Accepted,3272939,Moraceae,Rosales
Brosimum gaudichaudii,Brosimum gaudichaudii,wcvp,Accepted,2683598,Moraceae,Rosales
Brosimum guianense,Brosimum guianense,wcvp,Accepted,2683607,Moraceae,Rosales
Brosimum lactescens,Brosimum lactescens,wcvp,Accepted,2683611,Moraceae,Rosales
Brosimum longifolium,Brosimum longifolium,wcvp,Accepted,2683616,Moraceae,Rosales
Brosimum melanopotamicum,Brosimum melanopotamicum,wcvp,Accepted,2683618,Moraceae,Rosales
Brosimum parinarioides,Brosimum parinarioides,wcvp,Accepted,2683629,Moraceae,Rosales
Brosimum potabile,Brosimum potabile,wcvp,Accepted,2683632,Moraceae,Rosales
Brosimum rubescens,Brosimum rubescens,wcvp,Accepted,2683638,Moraceae,Rosales
Brosimum sprucei,Brosimum sprucei,wcvp,Accepted,3272943,Moraceae,Rosales
Brosimum steyermarkii,Brosimum steyermarkii,wcvp,Accepted,3272934,Moraceae,Rosales
Brosimum utile,Brosimum utile,wcvp,Accepted,2683645,Moraceae,Rosales
Castilla ulei,Castilla ulei,wcvp,Accepted,2704826,Moraceae,Rosales
Clarisia biflora,Clarisia biflora,wcvp,Accepted,2724615,Moraceae,Rosales
Clarisia ilicifolia,Clarisia ilicifolia,wcvp,Accepted,2724618,Moraceae,Rosales
Clarisia racemosa,Clarisia racemosa,wcvp,Accepted,2724628,Moraceae,Rosales
Dorstenia brasiliensis,Dorstenia brasiliensis,wcvp,Accepted,2775559,Moraceae,Rosales
Dorstenia cayapia,Dorstenia cayapia,wcvp,Accepted,2775587,Moraceae,Rosales
Dorstenia tenuis,Dorstenia tenuis,wcvp,Accepted,2775911,Moraceae,Rosales
Ficus acreana,Ficus panurensis,wcvp,Synonym,2811643,Moraceae,Rosales
Ficus adhatodifolia,Ficus adhatodifolia,wcvp,Accepted,2809391,Moraceae,Rosales
Ficus albert-smithii,Ficus albert-smithii,wcvp,Accepted,2809416,Moraceae,Rosales
Ficus amazonica,Ficus amazonica,wcvp,Accepted,2809436,Moraceae,Rosales
Ficus americana,Ficus americana,wcvp,Accepted,2809441,Moraceae,Rosales
Ficus aripuanensis,Ficus aripuanensis,wcvp,Accepted,2809531,Moraceae,Rosales
Ficus benjamina,Ficus benjamina,wcvp,Accepted,2809661,Moraceae,Rosales
Ficus caballina,Ficus longifolia,wcvp,Synonym,2811146,Moraceae,Rosales
Ficus citrifolia,Ficus maxima,wcvp,Illegitimate,2811280,Moraceae,Rosales
Ficus clusiifolia,Ficus obtusifolia,wcvp,Invalid,2811522,Moraceae,Rosales
Ficus cremersii,Ficus cremersii,wcvp,Accepted,2810084,Moraceae,Rosales
Ficus crocata,Ficus crocata,wcvp,Accepted,2810090,Moraceae,Rosales
Ficus donnell-smithii,Ficus donnell-smithii,wcvp,Accepted,2810257,Moraceae,Rosales
Ficus duckeana,Ficus duckeana,wcvp,Accepted,2810271,Moraceae,Rosales
Ficus elastica,Ficus elastica,wcvp,Accepted,2810307,Moraceae,Rosales
Ficus eximia,Ficus eximia,wcvp,Accepted,2810381,Moraceae,Rosales
Ficus gomelleira,Ficus gomelleira,wcvp,Accepted,2810596,Moraceae,Rosales
Ficus guaranitica,Ficus guaranitica,wcvp,Accepted,2810648,Moraceae,Rosales
Ficus guianensis,Ficus guianensis,wcvp,Accepted,2810654,Moraceae,Rosales
Ficus hebetifolia,Ficus hebetifolia,wcvp,Accepted,2810700,Moraceae,Rosales
Ficus insipida,Ficus insipida,wcvp,Accepted,2810868,Moraceae,Rosales
Ficus krukovii,Ficus krukovii,wcvp,Accepted,2810977,Moraceae,Rosales
Ficus lauretana,Ficus lauretana,wcvp,Accepted,2811060,Moraceae,Rosales
Ficus longifolia,Ficus longifolia,wcvp,Accepted,2811146,Moraceae,Rosales
Ficus luschnathiana,Ficus luschnathiana,wcvp,Accepted,2811175,Moraceae,Rosales
Ficus mathewsii,Ficus mathewsii,wcvp,Accepted,2811276,Moraceae,Rosales
Ficus matiziana,Ficus matiziana,wcvp,Accepted,2811277,Moraceae,Rosales
Ficus maxima,Ficus maxima,wcvp,Accepted,2811280,Moraceae,Rosales
Ficus microcarpa,Ficus thonningii,wcvp,Illegitimate,2812561,Moraceae,Rosales
Ficus nymphaeifolia,Ficus nymphaeifolia,wcvp,Accepted,2811495,Moraceae,Rosales
Ficus obtusifolia,Ficus curtipes,wcvp,Illegitimate,2810117,Moraceae,Rosales
Ficus obtusiuscula,Ficus obtusiuscula,wcvp,Accepted,2811524,Moraceae,Rosales
Ficus pakkensis,Ficus pakkensis,wcvp,Accepted,2811611,Moraceae,Rosales
Ficus pallida,Ficus pallida,wcvp,Accepted,2811616,Moraceae,Rosales
Ficus paludica,Ficus paludica,wcvp,Accepted,2811628,Moraceae,Rosales
Ficus panurensis,Ficus panurensis,wcvp,Accepted,2811643,Moraceae,Rosales
Ficus paraensis,Ficus paraensis,wcvp,Accepted,2811649,Moraceae,Rosales
Ficus pertusa,Ficus pertusa,wcvp,Accepted,2811707,Moraceae,Rosales
Ficus popenoei,Ficus popenoei,wcvp,Accepted,2811803,Moraceae,Rosales
Ficus pumila,Ficus erecta,wcvp,Illegitimate,2810338,Moraceae,Rosales
Ficus reflexa,Ficus reflexa,wcvp,Accepted,2812017,Moraceae,Rosales
Ficus retusa,Ficus retusa,wcvp,Accepted,2812043,Moraceae,Rosales
Ficus roraimensis,Ficus roraimensis,wcvp,Accepted,2812096,Moraceae,Rosales
Ficus scabra,Ficus sycomorus,wcvp,Illegitimate,2812503,Moraceae,Rosales
Ficus schippii,Ficus schippii,wcvp,Accepted,2812233,Moraceae,Rosales
Ficus schumacheri,Ficus schumacheri,wcvp,Accepted,2812237,Moraceae,Rosales
Ficus sphenophylla,Ficus sphenophylla,wcvp,Accepted,2812361,Moraceae,Rosales
Ficus trapezicola,Ficus trapezicola,wcvp,Accepted,2812614,Moraceae,Rosales
Ficus trigona,Ficus trigona,wcvp,Accepted,2812649,Moraceae,Rosales
Ficus trigonata,Ficus trigonata,wcvp,Accepted,2812650,Moraceae,Rosales
Helicostylis elegans,Helicostylis elegans,wcvp,Accepted,2843139,Moraceae,Rosales
Helicostylis heterotricha,Helicostylis heterotricha,wcvp,Accepted,2843140,Moraceae,Rosales
Helicostylis pedunculata,Helicostylis pedunculata,wcvp,Accepted,2843145,Moraceae,Rosales
Helicostylis scabra,Helicostylis scabra,wcvp,Accepted,2843148,Moraceae,Rosales
Helicostylis tomentosa,Helicostylis tomentosa,wcvp,Accepted,2843149,Moraceae,Rosales
Helicostylis tovarensis,Helicostylis tovarensis,wcvp,Accepted,2843150,Moraceae,Rosales
Helicostylis turbinata,Helicostylis turbinata,wcvp,Accepted,2843151,Moraceae,Rosales
Maclura tinctoria,Maclura tinctoria,wcvp,Accepted,2501253,Moraceae,Rosales
Maquira calophylla,Maquira calophylla,wcvp,Accepted,2501271,Moraceae,Rosales
Maquira coriacea,Maquira coriacea,wcvp,Accepted,2501258,Moraceae,Rosales
Maquira guianensis,Maquira guianensis,wcvp,Accepted,2501266,Moraceae,Rosales
Maquira sclerophylla,Maquira sclerophylla,wcvp,Accepted,2501263,Moraceae,Rosales
Morus nigra,Morus nigra,wcvp,Accepted,2501426,Moraceae,Rosales
Naucleopsis caloneura,Naucleopsis caloneura,wcvp,Accepted,2384928,Moraceae,Rosales
Naucleopsis concinna,Naucleopsis concinna,wcvp,Accepted,2384925,Moraceae,Rosales
Naucleopsis glabra,Naucleopsis glabra,wcvp,Accepted,2384924,Moraceae,Rosales
Naucleopsis guianensis,Naucleopsis guianensis,wcvp,Accepted,2384899,Moraceae,Rosales
Naucleopsis imitans,Naucleopsis imitans,wcvp,Accepted,2384890,Moraceae,Rosales
Naucleopsis inaequalis,Naucleopsis inaequalis,wcvp,Accepted,2384889,Moraceae,Rosales
Naucleopsis jamariensis,Naucleopsis jamariensis,wcvp,Accepted,2384887,Moraceae,Rosales
Naucleopsis krukovii,Naucleopsis krukovii,wcvp,Accepted,2384886,Moraceae,Rosales
Naucleopsis macrophylla,Naucleopsis macrophylla,wcvp,Accepted,2384885,Moraceae,Rosales
Naucleopsis oblongifolia,Naucleopsis oblongifolia,wcvp,Accepted,2384881,Moraceae,Rosales
Naucleopsis riparia,Naucleopsis riparia,wcvp,Accepted,2384878,Moraceae,Rosales
Naucleopsis stipularis,Naucleopsis stipularis,wcvp,Accepted,2384897,Moraceae,Rosales
Naucleopsis ternstroemiiflora,Naucleopsis ternstroemiiflora,wcvp,Accepted,2384884,Moraceae,Rosales
Naucleopsis ulei,Naucleopsis ulei,wcvp,Accepted,2384905,Moraceae,Rosales
Perebea guianensis,Perebea guianensis,wcvp,Accepted,2547497,Moraceae,Rosales
Perebea longepedunculata,Perebea longepedunculata,wcvp,Accepted,2547496,Moraceae,Rosales
Perebea mennegae,Perebea mennegae,wcvp,Accepted,2547508,Moraceae,Rosales
Perebea mollis,Perebea mollis,wcvp,Accepted,2547510,Moraceae,Rosales
Perebea rubra,Perebea rubra,wcvp,Accepted,2547481,Moraceae,Rosales
Perebea tessmannii,Perebea tessmannii,wcvp,Accepted,2547484,Moraceae,Rosales
Perebea xanthochyma,Perebea xanthochyma,wcvp,Accepted,2547873,Moraceae,Rosales
Pseudolmedia laevigata,Pseudolmedia laevigata,wcvp,Accepted,2547524,Moraceae,Rosales
Pseudolmedia laevis,Pseudolmedia laevis,wcvp,Accepted,2547525,Moraceae,Rosales
Pseudolmedia macrophylla,Pseudolmedia macrophylla,wcvp,Accepted,2547526,Moraceae,Rosales
Sorocea bonplandii,Sorocea bonplandii,wcvp,Accepted,2602784,Moraceae,Rosales
Sorocea duckei,Sorocea duckei,wcvp,Accepted,2602787,Moraceae,Rosales
Sorocea guilleminiana,Sorocea guilleminiana,wcvp,Accepted,2602892,Moraceae,Rosales
Sorocea hilarii,Sorocea hilarii,wcvp,Accepted,2602890,Moraceae,Rosales
Sorocea muriculata,Sorocea muriculata,wcvp,Accepted,2602878,Moraceae,Rosales
Sorocea pubivena,Sorocea pubivena,wcvp,Accepted,2602908,Moraceae,Rosales
Sorocea steinbachii,Sorocea steinbachii,wcvp,Accepted,2602897,Moraceae,Rosales
Trymatococcus amazonicus,Brosimum amazonicum,wcvp,Synonym,3272939,Moraceae,Rosales
Muntingia calabura,Muntingia calabura,wcvp,Accepted,2507614,Muntingiaceae,Malvales
Musa ornata,Musa ornata,wcvp,Accepted,254885,Musaceae,Zingiberales
Compsoneura atopa,Compsoneura atopa,wcvp,Accepted,2733794,Myristicaceae,Magnoliales
Compsoneura capitellata,Compsoneura capitellata,wcvp,Accepted,2733795,Myristicaceae,Magnoliales
Compsoneura debilis,Compsoneura debilis,wcvp,Accepted,2733799,Myristicaceae,Magnoliales
Compsoneura racemosa,Compsoneura racemosa,wcvp,Accepted,2733805,Myristicaceae,Magnoliales
Compsoneura sprucei,Compsoneura sprucei,wcvp,Accepted,2733808,Myristicaceae,Magnoliales
Compsoneura ulei,Compsoneura ulei,wcvp,Accepted,2733811,Myristicaceae,Magnoliales
Iryanthera coriacea,Iryanthera coriacea,wcvp,Accepted,2866816,Myristicaceae,Magnoliales
Iryanthera crassifolia,Iryanthera crassifolia,wcvp,Accepted,2866817,Myristicaceae,Magnoliales
Iryanthera dialyandra,Iryanthera dialyandra,wcvp,Accepted,2866819,Myristicaceae,Magnoliales
Iryanthera elliptica,Iryanthera elliptica,wcvp,Accepted,2866820,Myristicaceae,Magnoliales
Iryanthera grandis,Iryanthera grandis,wcvp,Accepted,2866823,Myristicaceae,Magnoliales
Iryanthera hostmannii,Iryanthera hostmannii,wcvp,Accepted,2866824,Myristicaceae,Magnoliales
Iryanthera inpae,Iryanthera inpae,wcvp,Accepted,2866825,Myristicaceae,Magnoliales
Iryanthera juruensis,Iryanthera juruensis,wcvp,Accepted,2866826,Myristicaceae,Magnoliales
Iryanthera laevis,Iryanthera laevis,wcvp,Accepted,2866828,Myristicaceae,Magnoliales
Iryanthera lancifolia,Iryanthera lancifolia,wcvp,Accepted,2866829,Myristicaceae,Magnoliales
Iryanthera macrophylla,Iryanthera macrophylla,wcvp,Accepted,2866832,Myristicaceae,Magnoliales
Iryanthera microcarpa,Iryanthera tessmannii,wcvp,Synonym,2866844,Myristicaceae,Magnoliales
Iryanthera obovata,Iryanthera obovata,wcvp,Accepted,2866836,Myristicaceae,Magnoliales
Iryanthera olacoides,Iryanthera olacoides,wcvp,Accepted,2866837,Myristicaceae,Magnoliales
Iryanthera paradoxa,Iryanthera paradoxa,wcvp,Accepted,2866838,Myristicaceae,Magnoliales
Iryanthera paraensis,Iryanthera paraensis,wcvp,Accepted,2866839,Myristicaceae,Magnoliales
Iryanthera polyneura,Iryanthera polyneura,wcvp,Accepted,2866840,Myristicaceae,Magnoliales
Iryanthera sagotiana,Iryanthera sagotiana,wcvp,Accepted,2866842,Myristicaceae,Magnoliales
Iryanthera tessmannii,Iryanthera tessmannii,wcvp,Accepted,2866844,Myristicaceae,Magnoliales
Iryanthera tricornis,Iryanthera tricornis,wcvp,Accepted,2866845,Myristicaceae,Magnoliales
Iryanthera ulei,Iryanthera hostmannii,wcvp,Synonym,2866824,Myristicaceae,Magnoliales
Osteophloeum platyspermum,Osteophloeum platyspermum,wcvp,Accepted,2397780,Myristicaceae,Magnoliales
Otoba glycycarpa,Otoba glycycarpa,wcvp,Accepted,2397740,Myristicaceae,Magnoliales
Otoba parvifolia,Otoba parvifolia,wcvp,Accepted,2397718,Myristicaceae,Magnoliales
Virola albidiflora,Virola albidiflora,wcvp,Accepted,2452005,Myristicaceae,Magnoliales
Virola caducifolia,Virola caducifolia,wcvp,Accepted,2452011,Myristicaceae,Magnoliales
Virola calophylla,Virola calophylla,wcvp,Accepted,2452012,Myristicaceae,Magnoliales
Virola calophylloidea,Virola calophylloidea,wcvp,Accepted,2452013,Myristicaceae,Magnoliales
Virola carinata,Virola carinata,wcvp,Accepted,2452014,Myristicaceae,Magnoliales
Virola coelhoi,Virola coelhoi,wcvp,Accepted,2452015,Myristicaceae,Magnoliales
Virola decorticans,Virola decorticans,wcvp,Accepted,2452031,Myristicaceae,Magnoliales
Virola divergens,Virola divergens,wcvp,Accepted,2452052,Myristicaceae,Magnoliales
Virola duckei,Virola duckei,wcvp,Accepted,2452054,Myristicaceae,Magnoliales
Virola elongata,Virola elongata,wcvp,Accepted,2452056,Myristicaceae,Magnoliales
Virola flexuosa,Virola flexuosa,wcvp,Accepted,2452058,Myristicaceae,Magnoliales
Virola gardneri,Virola gardneri,wcvp,Accepted,2452050,Myristicaceae,Magnoliales
Virola guggenheimii,Virola guggenheimii,wcvp,Accepted,2452063,Myristicaceae,Magnoliales
Virola loretensis,Virola loretensis,wcvp,Accepted,2452037,Myristicaceae,Magnoliales
Virola marleneae,Virola marleneae,wcvp,Accepted,2452049,Myristicaceae,Magnoliales
Virola michelii,Virola michelii,wcvp,Accepted,2873146,Myristicaceae,Magnoliales
Virola minutiflora,Virola minutiflora,wcvp,Accepted,2452045,Myristicaceae,Magnoliales
Virola mollissima,Virola mollissima,wcvp,Accepted,2452047,Myristicaceae,Magnoliales
Virola multicostata,Virola multicostata,wcvp,Accepted,2451999,Myristicaceae,Magnoliales
Virola multinervia,Virola multinervia,wcvp,Accepted,2452007,Myristicaceae,Magnoliales
Virola obovata,Virola obovata,wcvp,Accepted,2451955,Myristicaceae,Magnoliales
Virola pavonis,Virola pavonis,wcvp,Accepted,2451952,Myristicaceae,Magnoliales
Virola peruviana,Virola peruviana,wcvp,Accepted,2451962,Myristicaceae,Magnoliales
Virola polyneura,Virola polyneura,wcvp,Accepted,2451963,Myristicaceae,Magnoliales
Virola rugulosa,Virola rugulosa,wcvp,Accepted,2451966,Myristicaceae,Magnoliales
Virola sebifera,Virola sebifera,wcvp,Accepted,2451959,Myristicaceae,Magnoliales
Virola surinamensis,Virola surinamensis,wcvp,Accepted,2451940,Myristicaceae,Magnoliales
Virola theiodora,Virola theiodora,wcvp,Accepted,2451941,Myristicaceae,Magnoliales
Virola urbaniana,Virola urbaniana,wcvp,Accepted,2451951,Myristicaceae,Magnoliales
Virola venosa,Virola venosa,wcvp,Accepted,2451936,Myristicaceae,Magnoliales
Blepharocalyx eggersii,Blepharocalyx eggersii,wcvp,Accepted,22400,Myrtaceae,Myrtales
